accuracy,f1,recall,precision

train,76.22240925257242,1.0,1.0,1.0
val,76.151262325279,0.6666666666666666,0.6666666666666666,0.6666666666666666
train,79.4504927646404,0.0,0.0,0.0
val,78.610900422581,0.7142857142857143,0.7142857142857143,0.7142857142857143
train,80.0776477615182,1.0,1.0,1.0
val,79.28269585003792,0.6,0.6,0.6
train,80.81340102625363,1.0,1.0,1.0
val,79.67277061436775,0.7142857142857143,0.7142857142857143,0.7142857142857143
train,81.47585046018516,1.0,1.0,1.0
val,81.08137393000325,0.8571428571428571,0.8571428571428571,0.8571428571428571
train,82.80346428474465,0.0,0.0,0.0
val,81.81818181818183,0.7333333333333333,0.7333333333333333,0.7333333333333333
train,82.64056688295823,1.0,1.0,1.0
val,81.16805721096544,0.4509803921568627,0.4411764705882353,0.47058823529411764
train,83.36546032090789,1.0,1.0,1.0
val,82.07823166106837,0.7333333333333333,0.7333333333333333,0.7333333333333333
train,82.9799364700133,1.0,1.0,1.0
val,82.47914183551848,0.5625,0.5625,0.5625
train,83.76727391198109,1.0,1.0,1.0
val,82.35995232419548,0.4444444444444444,0.4444444444444444,0.4444444444444444
final train,83.55822224635517,1.0,1.0,1.0
final val,82.98840611117132,0.6444444444444444,0.6666666666666666,0.6333333333333333
